200	0.265	2.349	5.359	2.904	5.720000000000001	1211.622953414917	1000
400	0.469	3.538	10.400	4.62	9.174	5033.008337020874	2000
800	0.726	6.071	20.254	8.36	16.016	17039.13187980652	2000
1600	1.407	10.568	40.683	15.62	30.734	71040.855884552	4000
3200	2.746	20.399	82.275	30.173	60.698	249670.86696624756	8000
6400	5.613	39.349	164.507	60.753	121.066	951148.0939388275	20000	
12800	12.459	80.571	344.767	135.19	270.534	3665620.241880417	50000
25600	25.606	173.566	689.226	280.093	557.128	15379117.126226425	94000
