ICEBERG_YEAR,ICEBERG_NUMBER,SIGHTING_DATE,SIGHTING_TIME,SIGHTING_LATITUDE,SIGHTING_LONGITUDE,SIGHTING_METHOD,SIZE,SHAPE,SOURCE
2006,1,12/11/2005,1359,58.24,-61.38,R/V,SM,PIN,GPCD
2006,2,1/15/2006,1200,56.38,-57.55,R/V,SM,BLK,GPCD
2006,2,1/29/2006,1353,55.29,-55.53,RAD,SM,BLK,GPCD
2006,2,12/11/2005,1327,58.73,-60.19,R/V,SM,BLK,GPCD
2006,3,12/27/2005,1625,58.17,-60.45,VIS,GEN,GEN,VCLM
2006,4,1/29/2006,1543,56.51,-59.48,R/V,MED,WDG,GPCD
2006,4,2/21/2006,1313,54.93,-54.65,R/V,SM,WDG,GPCD
2006,5,1/29/2006,1550,56.33,-59.72,R/V,MED,DD,GPCD
2006,5,2/21/2006,1326,55.04,-54.88,R/V,MED,WDG,GPCD
2006,6,1/29/2006,1518,58.26,-60.75,RAD,RAD,RAD,GPCD
2006,7,1/29/2006,1518,58,-60.34,RAD,RAD,RAD,GPCD
2006,8,2/21/2006,1254,54.86,-56.2,R/V,MED,WDG,GPCD
2006,8,2/27/2006,1900,53.98,-55.37,RAD,GEN,GEN,1504
2006,9,2/21/2006,1327,55.04,-54.6,R/V,SM,DD,GPCD
2006,10,2/21/2006,1329,55.19,-54.64,R/V,SM,DD,GPCD
2006,11,2/21/2006,1523,59.41,-60.93,R/V,SM,DOM,GPCD
2006,12,2/21/2006,1534,59.05,-61.48,R/V,LG,BLK,GPCD
2006,12,4/2/2006,1248,55.46,-59.02,R/V,MED,DD,GPCD
2006,13,2/21/2006,1535,59.09,-61.7,R/V,MED,BLK,GPCD
2006,14,2/21/2006,1535,59.15,-61.45,R/V,SM,DD,GPCD
2006,15,2/21/2006,1535,59.34,-61.4,R/V,LG,TAB,GPCD
2006,16,2/21/2006,1536,59,-61.67,R/V,SM,DD,GPCD
2006,17,2/21/2006,1536,59.04,-61.61,R/V,SM,DD,GPCD
2006,18,2/21/2006,1537,59.22,-61.76,R/V,MED,DD,GPCD
2006,19,2/21/2006,1538,59.12,-61.92,R/V,MED,DD,GPCD
2006,20,2/21/2006,1538,59.04,-61.92,R/V,MED,DD,GPCD
2006,21,2/21/2006,1540,58.99,-61.82,R/V,MED,DD,GPCD
2006,22,2/21/2006,1540,58.97,-62,R/V,SM,DOM,GPCD
2006,23,2/21/2006,1541,58.99,-62.31,R/V,MED,PIN,GPCD
2006,24,2/21/2006,1541,58.88,-62.45,R/V,SM,DD,GPCD
2006,25,2/21/2006,1545,59.06,-62.5,R/V,LG,DD,GPCD
2006,26,2/21/2006,1849,58.55,-61.86,R/V,SM,DD,GPCD
2006,27,2/21/2006,1849,58.63,-61.82,R/V,SM,WDG,GPCD
2006,28,2/21/2006,1850,58.6,-61.63,R/V,SM,WDG,GPCD
2006,29,2/21/2006,1851,58.39,-61.51,R/V,LG,DD,GPCD
2006,30,2/21/2006,1851,58.29,-61.37,R/V,LG,DD,GPCD
2006,31,2/21/2006,1854,58.55,-61.48,R/V,SM,TAB,GPCD
2006,32,2/21/2006,1855,58.45,-61.35,R/V,SM,TAB,GPCD
2006,33,2/21/2006,1856,58.47,-61.27,R/V,SM,PIN,GPCD
2006,34,2/21/2006,1856,58.43,-61.26,R/V,SM,PIN,GPCD
2006,35,2/21/2006,1857,58.56,-61.13,R/V,LG,DD,GPCD
2006,36,2/21/2006,1857,58.48,-61.12,R/V,SM,DOM,GPCD
2006,37,2/21/2006,1858,58.47,-61.08,R/V,SM,DOM,GPCD
2006,38,2/21/2006,1909,58.27,-60.83,R/V,MED,PIN,GPCD
2006,39,2/21/2006,1914,58.05,-60.33,R/V,LG,PIN,GPCD
2006,40,2/21/2006,1922,57.85,-60.19,R/V,SM,TAB,GPCD
2006,41,2/21/2006,1927,57.68,-60.03,R/V,SM,DOM,GPCD
2006,42,2/21/2006,1929,57.56,-60.03,R/V,LG,WDG,GPCD
2006,43,2/21/2006,1930,57.62,-60.19,R/V,LG,DOM,GPCD
2006,44,2/21/2006,1930,57.54,-59.8,R/V,SM,DD,GPCD
2006,45,2/21/2006,1931,57.46,-59.83,R/V,LG,PIN,GPCD
2006,46,2/21/2006,1932,57.43,-59.75,R/V,SM,DD,GPCD
2006,47,2/21/2006,1932,57.49,-59.8,R/V,SM,PIN,GPCD
2006,48,2/21/2006,1932,57.48,-59.87,R/V,SM,DD,GPCD
2006,49,2/21/2006,2006,56.08,-58.75,R/V,LG,PIN,GPCD
2006,49,2/22/2006,1422,55.87,-58.45,R/V,MED,PIN,GPCD
2006,50,2/21/2006,2008,56.02,-57.98,R/V,MED,PIN,GPCD
2006,51,2/21/2006,2008,56.05,-58.44,R/V,MED,PIN,GPCD
2006,51,2/22/2006,1421,55.83,-58.24,R/V,SM,DD,GPCD
2006,52,2/21/2006,2010,56.17,-58.62,R/V,SM,DD,GPCD
2006,52,2/22/2006,1422,55.98,-58.39,R/V,SM,DD,GPCD
2006,53,2/21/2006,2020,55.48,-58.12,R/V,SM,TAB,GPCD
2006,53,2/22/2006,1405,55.39,-58.01,R/V,SM,TAB,GPCD
2006,53,2/27/2006,1805,54.91,-56.91,VIS,MED,DD,1504
2006,54,2/21/2006,2022,55.64,-58.06,R/V,SM,DD,GPCD
