ICEBERG_YEAR,ICEBERG_NUMBER,SIGHTING_DATE,SIGHTING_TIME,SIGHTING_LATITUDE,SIGHTING_LONGITUDE,SIGHTING_METHOD,SIZE,SHAPE,SOURCE
2011,2,11/30/2010,1751,60.36,-62.88,RAD,RAD,RAD,GTJZ
2011,3,1/12/2011,0,60.5,-63.5,RAD,RAD,RAD,BOGU
2011,4,7/30/2011,723,49.84,-56.69,SAT-HIGH,LG,GEN,RSA1
2011,4,8/13/2011,945,49.78,-56.65,SAT-HIGH,MED,GEN,RSA1
2011,5,7/30/2011,723,49.91,-56.74,SAT-HIGH,LG,GEN,RSA1
2011,6,7/30/2011,723,50.04,-56.01,SAT-HIGH,VLG,GEN,RSA1
2011,7,7/30/2011,723,50.14,-56.46,SAT-HIGH,LG,GEN,RSA1
2011,8,7/30/2011,723,50.15,-56.41,SAT-HIGH,MED,GEN,RSA1
2011,9,7/30/2011,723,50.24,-56.33,SAT-HIGH,VLG,GEN,RSA1
2011,10,7/30/2011,723,50.26,-56.17,SAT-HIGH,VLG,GEN,RSA1
2011,11,7/30/2011,723,50.3,-55.87,SAT-HIGH,VLG,GEN,RSA1
2011,11,8/2/2011,2129,50.38,-55.9,SAT-HIGH,LG,GEN,RSA1
2011,12,7/30/2011,723,50.33,-56.08,SAT-HIGH,LG,GEN,RSA1
2011,13,7/30/2011,723,50.56,-56.05,SAT-HIGH,LG,GEN,RSA1
2011,13,8/2/2011,2129,50.65,-56.08,SAT-HIGH,LG,GEN,RSA1
2011,14,7/30/2011,723,50.62,-56.03,SAT-HIGH,VLG,GEN,RSA1
2011,14,8/2/2011,2129,50.68,-55.93,SAT-HIGH,VLG,GEN,RSA1
2011,15,7/30/2011,723,50.84,-55.8,SAT-HIGH,VLG,GEN,RSA1
2011,15,8/2/2011,2029,50.8,-55.72,R/V,GEN,GEN,GGAO
2011,15,8/2/2011,2129,50.81,-55.74,SAT-HIGH,VLG,GEN,RSA1
2011,16,7/30/2011,723,50.86,-55.9,SAT-HIGH,LG,GEN,RSA1
2011,17,7/30/2011,723,50.88,-55.73,SAT-HIGH,LG,GEN,RSA1
2011,17,8/2/2011,2029,50.89,-55.72,R/V,GEN,GEN,GGAO
2011,18,7/30/2011,723,50.9,-55.84,SAT-HIGH,VLG,GEN,RSA1
2011,19,7/30/2011,723,50.9,-55.73,SAT-HIGH,LG,GEN,RSA1
2011,20,7/30/2011,723,50.91,-55.68,SAT-HIGH,MED,GEN,RSA1
2011,21,7/30/2011,723,50.92,-55.65,SAT-HIGH,LG,GEN,RSA1
2011,22,7/30/2011,723,50.97,-55.62,SAT-HIGH,MED,GEN,RSA1
2011,22,8/2/2011,2026,51.03,-55.7,R/V,GEN,GEN,GGAO
2011,23,7/30/2011,723,51,-55.82,SAT-HIGH,LG,GEN,RSA1
2011,24,7/30/2011,723,51.01,-55.82,SAT-HIGH,LG,GEN,RSA1
2011,25,7/30/2011,723,51.15,-55.69,SAT-HIGH,LG,GEN,RSA1
2011,26,7/30/2011,723,51.21,-55.6,SAT-HIGH,VLG,GEN,RSA1
2011,27,7/30/2011,723,51.21,-55.66,SAT-HIGH,VLG,GEN,RSA1
2011,28,7/30/2011,723,51.21,-55.6,SAT-HIGH,VLG,GEN,RSA1
2011,29,7/30/2011,723,51.22,-55.6,SAT-HIGH,MED,GEN,RSA1
2011,30,7/30/2011,723,51.22,-55.6,SAT-HIGH,VLG,GEN,RSA1
2011,31,7/30/2011,723,51.22,-55.59,SAT-HIGH,VLG,GEN,RSA1
2011,32,7/30/2011,723,51.25,-55.66,SAT-HIGH,VLG,GEN,RSA1
2011,32,8/2/2011,2023,51.23,-55.71,R/V,GEN,GEN,GGAO
2011,33,7/30/2011,723,51.27,-55.64,SAT-HIGH,LG,GEN,RSA1
2011,33,8/2/2011,2023,51.21,-55.73,R/V,GEN,GEN,GGAO
2011,34,7/30/2011,723,51.27,-55.87,SAT-HIGH,MED,GEN,RSA1
2011,35,7/30/2011,723,51.27,-55.6,SAT-HIGH,VLG,GEN,RSA1
2011,36,7/30/2011,723,51.29,-55.69,SAT-HIGH,VLG,GEN,RSA1
2011,37,7/30/2011,723,51.29,-55.62,SAT-HIGH,VLG,GEN,RSA1
2011,37,8/2/2011,2023,51.26,-55.68,R/V,GEN,GEN,GGAO
2011,38,7/30/2011,723,51.29,-55.65,SAT-HIGH,VLG,GEN,RSA1
2011,39,7/30/2011,723,51.29,-55.93,SAT-HIGH,MED,GEN,RSA1
2011,40,7/30/2011,723,51.29,-55.67,SAT-HIGH,VLG,GEN,RSA1
2011,41,7/30/2011,723,51.29,-55.6,SAT-HIGH,VLG,GEN,RSA1
2011,41,8/2/2011,2023,51.24,-55.7,R/V,GEN,GEN,GGAO
2011,42,7/30/2011,723,51.3,-55.69,SAT-HIGH,MED,GEN,RSA1
2011,43,7/30/2011,723,51.3,-55.64,SAT-HIGH,VLG,GEN,RSA1
2011,43,8/2/2011,2023,51.27,-55.66,R/V,GEN,GEN,GGAO
2011,44,7/30/2011,723,51.3,-55.66,SAT-HIGH,LG,GEN,RSA1
