10	0.9255549351998191	0.9642891065307242	0.9970636355311355	
60	0.7346250190183286	0.8247574701581797	0.9948885446749447	
110	0.6393758085534383	0.7318217888281124	0.9787425951496374	
160	0.5469711353845536	0.6370310882290685	0.9311226334020066	
210	0.5239266060517103	0.5988107133959734	0.8563063043198182	
260	0.51457342635553	0.6023507454024489	0.8031251909318735	
310	0.5086710992704652	0.5874826475693279	0.7502441100358659	
360	0.532521434014797	0.5823891205098687	0.712138669024383	
410	0.5044542886344686	0.5999107657537044	0.6979253835997191	
460	0.5265990142026551	0.5885177018598315	0.6629362335927977	
