20	17.987	12062.367	193.963	401.74199999999996
60	17.848	12147.630	194.128	380.402
100	17.860	12378.429	194.01800000000003	390.962
140	18.131	12480.715	190.355	387.09
180	18.202	12544.312	201.773	382.954
220	18.111	12641.854	202.224	396.308
260	17.896	12588.515	190.85000000000002	384.23
300	17.578	13055.397	190.95999999999998	382.954
340	19.283	13052.684	193.226	383.68
380	18.015	13089.737	190.839	410.74
