0.05	33.155	233.198	813.323	310.563	628.144	
0.07500000000000001	30.898	233.138	786.757	310.068	639.276	
0.10000000000000002	30.173	236.789	789.484	310.024	638.4399999999999	
0.12500000000000003	31.544	241.779	785.869	351.01	663.344	
0.15000000000000002	30.562	247.437	783.698	314.237	629.024	
0.17500000000000004	30.445	259.254	799.386	338.29400000000004	666.27	
0.20000000000000007	31.815	266.258	794.901	325.842	651.178	
0.22500000000000003	32.184	260.906	802.711	329.868	650.518	
0.25000000000000006	32.522	262.072	796.378	329.461	661.342	
0.2750000000000001	32.678	268.369	797.043	323.752	662.508	
