2	15.549	59.728	750.226	147.939	295.416	
3	13.449	48.258	750.421	149.11599999999999	295.24	
4	13.445	47.933	751.349	148.445	295.592	
5	13.867	49.398	750.313	147.136	309.056	
6	13.363	47.522	746.087	147.796	293.986	
7	13.385	46.712	743.480	158.125	313.192	
8	13.888	48.281	750.667	148.368	295.35	
9	13.402	47.981	740.103	146.047	296.098	
10	13.433	46.763	747.994	150.414	295.174	
11	13.368	47.160	749.000	168.663	303.314	
