1000	32.973	260.674	811.557	315.997	631.114	
3000	30.690	271.460	781.071	308.033	623.656	
5000	30.446	281.818	792.232	306.55899999999997	652.6080000000001	
7000	29.612	305.851	808.044	328.229	642.4	
9000	30.021	306.096	792.560	314.259	621.192	
11000	29.991	311.598	807.467	337.777	653.224	
13000	31.549	311.354	810.587	332.75	710.0720000000001	
15000	32.640	326.448	813.064	336.6	636.636	
17000	34.323	334.800	828.613	335.247	662.4639999999999	
19000	30.880	339.943	827.628	340.252	641.586	
