ICEBERG_YEAR,ICEBERG_NUMBER,SIGHTING_DATE,SIGHTING_TIME,SIGHTING_LATITUDE,SIGHTING_LONGITUDE,SIGHTING_METHOD,SIZE,SHAPE,SOURCE
2016,30001,10/11/2015,2130,58.74,-60.93,SAT-HIGH,GEN,GEN,RSA2
2016,30002,10/11/2015,2130,59.32,-61.75,SAT-HIGH,GEN,GEN,RSA2
2016,30003,10/11/2015,2130,56.18,-58.99,SAT-HIGH,GEN,GEN,RSA2
2016,30004,10/11/2015,2130,57.41,-60.05,SAT-HIGH,GEN,GEN,RSA2
2016,30005,10/17/2015,2155,56.58,-60.62,SAT-HIGH,GEN,GEN,RSA2
2016,30006,10/17/2015,2155,57.77,-61.44,SAT-HIGH,GEN,GEN,RSA2
2016,30007,10/17/2015,2155,58.11,-61.61,SAT-HIGH,GEN,GEN,RSA2
2016,30008,10/18/2015,2128,56.88,-59.06,SAT-HIGH,RAD,RAD,RSA2
2016,30003,10/21/2015,2139,55.3,-57.47,SAT-HIGH,GEN,GEN,RSA2
2016,30005,10/21/2015,2139,55.93,-59.58,SAT-HIGH,GEN,GEN,RSA2
2016,30003,10/25/2015,2121,54.76,-56.63,SAT-HIGH,GEN,GEN,RSA3
2016,30009,11/3/2015,1504,52.34,-53.86,R/V,MED,DD,GMRS
2016,30005,11/3/2015,1504,54.32,-56.93,R/V,MED,GEN,GMRS
2016,30010,11/4/2015,1842,51.89,-54.06,R/V,LG,GEN,ZCBP
2016,30010,11/5/2015,1358,51.55,-54.03,VIS,LG,DD,GMRS
2016,30010,11/12/2015,1713,50.13,-52.42,R/V,SM,DD,GTJZ
2016,30010,11/12/2015,1750,50.12,-52.42,R/V,SM,DD,GMRS
2016,30010,11/13/2015,1725,50.01,-52.36,R/V,SM,GEN,GTJZ
2016,30011,11/16/2015,1423,49.23,-52.71,R/V,MED,GEN,GMRS
2016,4,12/1/2015,2143,59.86,-61.15,SAT-HIGH,RAD,RAD,RSA2
2016,3,12/1/2015,2143,59.97,-62.15,SAT-HIGH,RAD,RAD,RSA2
2016,2,12/1/2015,2143,59.84,-63.05,SAT-HIGH,RAD,RAD,RSA2
2016,1,12/1/2015,2143,59.16,-61.87,SAT-HIGH,RAD,RAD,RSA2
2016,6,12/8/2015,2138,57.78,-60.33,SAT-HIGH,RAD,RAD,RSA2
2016,5,12/8/2015,2138,57.92,-60.38,SAT-HIGH,RAD,RAD,RSA2
2016,30012,12/8/2015,2138,55.32,-57.84,SAT-HIGH,RAD,RAD,RSA2
2016,30013,12/11/2015,2150,56.46,-59.75,SAT-HIGH,RAD,RAD,RSA2
2016,30014,12/11/2015,2150,56.18,-59.73,SAT-HIGH,RAD,RAD,RSA2
2016,30015,12/11/2015,2150,56,-59.2,SAT-HIGH,RAD,RAD,RSA2
2016,7,12/11/2015,2150,57.28,-59.94,SAT-HIGH,RAD,RAD,RSA2
2016,4,12/11/2015,2150,58.35,-59.93,SAT-HIGH,RAD,RAD,RSA2
