ICEBERG_YEAR,ICEBERG_NUMBER,SIGHTING_DATE,SIGHTING_TIME,SIGHTING_LATITUDE,SIGHTING_LONGITUDE,SIGHTING_METHOD,SIZE,SHAPE,SOURCE
2002,7,2/18/2002,1552,51.28,-51.35,RAD,MED,NTB,1501
2002,8,2/14/2002,1200,50.62,-52.08,VIS,SM,NTB,BAPS
2002,8,3/3/2002,1823,49.66,-50.26,VIS,GR,NTB,1501
2002,9,2/14/2002,1200,49.94,-52.05,VIS,SM,TAB,BAPS
2002,9,2/18/2002,1536,50.01,-50.44,RAD,SM,TAB,1501
2002,9,3/1/2002,2059,48.87,-50.35,RAD,GEN,GEN,1501
2002,9,3/1/2002,1301,49.01,-50.13,R/V,GR,TAB,GPCD
2002,10,2/14/2002,1200,50.26,-53.95,VIS,SM,NTB,BAPS
2002,10,3/1/2002,1449,49.29,-52.13,R/V,MED,DD,GPCD
2002,10,3/27/2002,1200,46.55,-46.10,R/V,GEN,GEN,JNIC
2002,10,4/1/2002,1238,47.04,-45.01,R/V,SM,DD,GPCD
2002,11,2/14/2002,1200,50.26,-53.94,VIS,SM,NTB,BAPS
2002,11,3/3/2002,2042,48.75,-51.67,RAD,SM,NTB,1501
2002,11,3/24/2002,900,46.23,-47.77,R/V,GR,GEN,VRVB
2002,11,3/27/2002,1200,45.10,-48.42,R/V,GEN,GEN,JNIC
2002,11,4/4/2002,2004,44.09,-48.60,RAD,GEN,GEN,1501
2002,12,2/14/2002,1200,50.13,-53.72,VIS,BB,NTB,BAPS
2002,13,2/14/2002,1200,50.14,-53.75,VIS,BB,NTB,BAPS
2002,14,2/14/2002,1200,50.11,-51.52,VIS,BB,NTB,BAPS
2002,15,2/14/2002,1200,50.13,-53.70,VIS,BB,NTB,BAPS
2002,16,2/14/2002,1200,50.15,-53.79,VIS,BB,NTB,BAPS
2002,17,2/14/2002,1200,50.12,-53.63,VIS,BB,NTB,BAPS
2002,18,2/14/2002,1200,50.13,-53.72,VIS,BB,NTB,BAPS
2002,19,2/14/2002,1200,50.14,-53.74,VIS,BB,NTB,BAPS
2002,20,2/14/2002,1200,50.15,-53.78,VIS,BB,NTB,BAPS
2002,21,2/14/2002,1200,50.67,-55.35,VIS,SM,NTB,BAPS
2002,21,2/26/2002,1300,49.88,-54.18,VIS,MED,DD,CGHL
2002,21,3/20/2002,2207,47.39,-48.78,RAD,MED,DD,GPCD
2002,21,3/23/2002,1503,47.04,-48.95,R/V,SM,DOM,GPCD
2002,21,3/31/2002,1601,46.87,-47.55,R/V,SM,DOM,GPCD
2002,21,4/1/2002,1902,46.62,-47.47,R/V,MED,TAB,1501
2002,21,4/3/2002,1627,46.12,-47.28,R/V,MED,TAB,1501
2002,21,4/14/2002,1550,45.15,-47.49,VIS,GEN,GEN,PFFH
2002,21,4/18/2002,1743,45.27,-47.02,RAD,GEN,GEN,1500
2002,21,4/20/2002,1200,45.03,-46.65,VIS,LG,GEN,V7CM
2002,22,2/14/2002,1200,50.67,-55.31,VIS,BB,NTB,BAPS
2002,23,2/14/2002,1200,50.01,-51.87,VIS,BB,NTB,BAPS
2002,24,2/14/2002,1200,50.20,-51.78,VIS,BB,NTB,BAPS
2002,25,2/14/2002,1200,50.24,-51.89,VIS,SM,TAB,BAPS
2002,25,2/18/2002,1539,50.20,-50.41,RAD,SM,TAB,1501
2002,25,3/1/2002,2103,48.77,-50.53,RAD,GR,DOM,1501
2002,25,3/1/2002,1302,49.01,-50.17,R/V,GR,DOM,GPCD
2002,26,2/14/2002,1200,49.98,-50.61,RAD,RAD,RAD,BAPS
2002,27,2/14/2002,1200,48.29,-52.47,VIS,MED,TAB,BAPS
2002,27,3/13/2002,1049,47.86,-50.82,RAD,MED,TAB,GPCD
2002,27,3/21/2002,1355,47.24,-50.67,R/V,MED,TAB,GPCD
2002,27,3/23/2002,1353,47.15,-50.44,R/V,SM,BLK,GPCD
2002,27,3/31/2002,1350,47.47,-49.11,RAD,SM,BLK,GPCD
2002,27,4/12/2002,2012,46.81,-47.34,R/V,BB,DD,GPCD
2002,28,2/14/2002,1200,47.89,-52.34,VIS,BB,WDG,BAPS
2002,29,2/14/2002,1200,47.25,-50.83,VIS,SM,PIN,BAPS
2002,29,3/13/2002,1055,46.92,-49.49,RAD,SM,PIN,GPCD
2002,29,3/21/2002,1051,46.45,-48.85,R/V,SM,BLK,GPCD
2002,29,3/23/2002,1613,46.27,-48.52,R/V,SM,DD,GPCD
2002,29,4/2/2002,1914,45.39,-48.83,R/V,SM,DOM,1501
2002,29,4/12/2002,1800,42.62,-49.98,R/V,SM,PIN,V7CR
2002,30,2/14/2002,1200,47.02,-51.23,VIS,GEN,DD,BAPS
2002,31,2/15/2002,600,51.98,-54.90,RAD,RAD,RAD,BAPS
2002,32,2/16/2002,1138,47.30,-51.71,RAD,RAD,RAD,GPCD
2002,32,3/13/2002,1049,46.87,-50.57,RAD,RAD,RAD,GPCD
2002,32,3/21/2002,1027,46.54,-49.89,R/V,SM,DOM,GPCD
2002,32,3/23/2002,1636,46.45,-49.69,R/V,SM,DD,GPCD
2002,32,4/19/2002,1739,44.13,-49.55,RAD,SM,DD,1500
2002,33,2/16/2002,1145,48.53,-52.54,R/V,BB,TAB,GPCD
2002,34,2/16/2002,1153,48.00,-51.29,R/V,GR,TAB,GPCD
2002,35,2/16/2002,1258,48.56,-50.25,R/V,GR,TAB,GPCD
2002,36,2/16/2002,1339,48.79,-51.62,R/V,SM,TAB,GPCD
2002,36,2/27/2002,0,47.85,-49.20,R/V,SM,DOM,JNIC
2002,36,3/1/2002,2004,48.03,-48.52,R/V,SM,TAB,1501
2002,36,3/1/2002,1159,47.84,-48.42,R/V,BB,TAB,GPCD
2002,37,2/16/2002,1340,48.97,-51.49,R/V,SM,DD,GPCD
2002,37,2/27/2002,0,47.99,-48.77,R/V,SM,DOM,JNIC
2002,38,2/16/2002,1343,49.10,-51.41,R/V,SM,TAB,GPCD
2002,38,2/27/2002,0,47.97,-48.98,R/V,SM,DOM,JNIC
2002,39,2/16/2002,1354,49.11,-50.84,R/V,BB,TAB,GPCD
2002,40,2/16/2002,1414,49.29,-49.92,R/V,BB,TAB,GPCD
2002,41,2/16/2002,1415,49.40,-50.07,R/V,BB,TAB,GPCD
2002,42,2/16/2002,1429,49.53,-50.46,R/V,GR,TAB,GPCD
2002,43,2/16/2002,1431,49.59,-50.53,R/V,SM,DD,GPCD
2002,44,2/16/2002,1444,49.55,-51.11,R/V,SM,TAB,GPCD
2002,44,3/1/2002,2004,48.05,-48.43,VIS,GR,GEN,1501
2002,44,3/1/2002,1211,48.20,-48.80,R/V,BB,TAB,GPCD
2002,45,2/16/2002,1447,49.52,-51.27,R/V,SM,DD,GPCD
2002,45,3/1/2002,2006,48.20,-48.27,VIS,SM,NTB,1501
2002,45,3/1/2002,1205,48.22,-48.74,R/V,BB,TAB,GPCD
2002,46,2/16/2002,1537,48.59,-52.47,R/V,BB,TAB,GPCD
2002,47,2/16/2002,1549,48.33,-52.70,R/V,SM,DD,GPCD
2002,47,3/1/2002,1531,47.46,-51.98,RAD,SM,DD,GPCD
2002,47,3/21/2002,1017,46.79,-50.53,R/V,SM,TAB,GPCD
2002,47,3/23/2002,1650,46.68,-50.45,R/V,SM,DD,GPCD
2002,47,4/6/2002,1132,46.90,-48.86,RAD,SM,DD,GPCD
2002,48,2/18/2002,2044,51.63,-52.55,RAD,RAD,RAD,1501
2002,48,3/3/2002,1948,51.58,-51.47,VIS,GR,NTB,1501
2002,49,2/18/2002,2053,50.98,-52.47,RAD,RAD,RAD,1501
2002,49,3/3/2002,1948,51.46,-51.51,VIS,GR,NTB,1501
2002,50,2/18/2002,1636,50.07,-51.37,RAD,RAD,RAD,1501
2002,50,3/3/2002,1817,49.23,-50.07,VIS,GR,NTB,1501
2002,51,2/18/2002,2038,51.99,-52.45,RAD,RAD,RAD,1501
2002,51,3/3/2002,1948,51.74,-51.42,VIS,GR,NTB,1501
2002,52,2/18/2002,1551,51.20,-51.36,RAD,RAD,RAD,1501
2002,53,2/18/2002,1551,51.19,-51.34,RAD,RAD,RAD,1501
2002,54,2/18/2002,1553,51.38,-51.28,RAD,RAD,RAD,1501
2002,54,3/3/2002,1831,50.13,-50.33,VIS,SM,NTB,1501
2002,55,2/18/2002,1554,51.46,-51.35,RAD,RAD,RAD,1501
2002,56,2/18/2002,2045,51.44,-51.94,RAD,RAD,RAD,1501
2002,56,3/3/2002,1837,50.52,-50.45,VIS,MED,PIN,1501
2002,56,3/17/2002,845,49.54,-47.63,R/V,GEN,GEN,CRYS
2002,57,2/18/2002,2045,51.43,-51.94,RAD,RAD,RAD,1501
2002,58,2/19/2002,1837,47.65,-47.32,RAD,RAD,RAD,1501
2002,59,2/19/2002,1838,47.70,-47.21,RAD,RAD,RAD,1501
2002,60,2/19/2002,1200,51.96,-54.61,RAD,RAD,RAD,BAPS
2002,60,3/20/2002,1942,49.03,-52.15,RAD,RAD,RAD,1501
2002,60,4/4/2002,1409,48.13,-48.31,RAD,RAD,RAD,GPCD
2002,60,4/6/2002,1030,48.17,-47.68,R/V,GEN,GEN,CG29
2002,60,4/6/2002,1529,48.19,-47.56,R/V,SM,DD,GPCD
2002,61,2/21/2002,1130,48.10,-52.82,VIS,GR,GEN,BACC
2002,62,2/21/2002,0,51.97,-55.13,RAD,RAD,RAD,BAPS
2002,63,2/25/2002,1812,51.74,-55.33,R/V,SM,DD,GPCD
2002,63,3/21/2002,1204,49.23,-53.25,RAD,SM,DD,GCFR
2002,63,4/17/2002,1747,47.72,-49.09,R/V,SM,DD,GPCD
2002,63,4/20/2002,1521,47.46,-49.08,R/V,SM,DOM,GPCD
2002,63,4/26/2002,1155,47.27,-48.10,R/V,SM,DD,GPCD
2002,63,4/29/2002,1622,47.18,-47.54,RAD,SM,DD,1500
2002,63,5/4/2002,515,46.50,-46.82,RAD,SM,DD,LAIP
2002,64,2/26/2002,1300,49.53,-53.65,VIS,MED,DD,CGHL
2002,64,3/20/2002,2146,47.59,-50.75,R/V,MED,TAB,GPCD
2002,64,4/18/2002,1325,46.45,-47.75,RAD,MED,TAB,1500
2002,65,2/26/2002,1300,49.53,-53.63,VIS,VLG,GEN,CGHL
2002,65,3/16/2002,1858,47.66,-51.65,RAD,VLG,GEN,GPCD
2002,65,3/23/2002,1334,46.71,-51.55,RAD,VLG,GEN,GPCD
2002,65,3/31/2002,1324,47.09,-50.71,RAD,VLG,GEN,GPCD
2002,65,4/12/2002,1140,47.14,-50.39,RAD,VLG,GEN,GPCD
2002,65,4/18/2002,1304,47.21,-50.02,RAD,VLG,GEN,1500
2002,65,4/29/2002,1349,46.60,-49.43,RAD,GEN,GEN,1500
2002,65,5/12/2002,400,46.75,-47.80,RAD,GEN,GEN,PBDL
2002,66,2/26/2002,1300,49.50,-53.62,VIS,SM,TAB,CGHL
2002,66,3/21/2002,957,47.84,-51.08,RAD,SM,TAB,GPCD
2002,66,3/23/2002,1337,47.79,-50.66,RAD,SM,TAB,GPCD
2002,66,4/18/2002,1325,46.47,-47.76,RAD,SM,TAB,1500
2002,67,2/26/2002,1300,49.68,-53.60,VIS,SM,GEN,CGHL
2002,67,3/20/2002,2156,47.31,-50.20,R/V,SM,PIN,GPCD
2002,67,3/23/2002,1403,47.06,-49.84,R/V,SM,DOM,GPCD
2002,67,4/6/2002,1217,46.93,-47.10,R/V,SM,DD,GPCD
2002,68,2/26/2002,1300,49.69,-53.62,VIS,SM,GEN,CGHL
2002,68,3/21/2002,1336,47.33,-50.19,R/V,SM,DD,GPCD
2002,68,3/23/2002,1359,47.14,-49.88,R/V,SM,DD,GPCD
2002,69,2/26/2002,1521,51.93,-55.05,VIS,MED,NTB,GCFR
2002,69,3/20/2002,1707,49.30,-52.22,RAD,GEN,RAD,1501
2002,69,3/21/2002,1216,49.08,-52.25,RAD,GEN,RAD,GCFR
2002,69,4/3/2002,2008,48.13,-48.83,R/V,LG,NTB,1501
2002,69,4/10/2002,145,47.59,-47.15,RAD,LG,NTB,P3SA
2002,69,4/12/2002,1214,46.90,-47.04,RAD,LG,NTB,GPCD
2002,69,4/12/2002,2013,46.31,-46.82,R/V,MED,DD,GPCD
2002,70,2/27/2002,0,47.97,-48.80,R/V,SM,DOM,JNIC
2002,71,2/27/2002,0,47.77,-48.54,R/V,SM,NTB,JNIC
2002,72,2/27/2002,0,47.67,-48.82,R/V,SM,DOM,JNIC
2002,73,2/27/2002,0,47.77,-48.70,R/V,SM,DOM,JNIC
2002,74,2/27/2002,0,47.77,-48.70,R/V,SM,DOM,JNIC
2002,75,2/27/2002,0,47.89,-49.38,R/V,SM,NTB,JNIC
2002,75,3/1/2002,2004,48.05,-48.42,VIS,GR,GEN,1501
2002,75,3/1/2002,1132,47.95,-48.65,R/V,GR,DD,GPCD
2002,76,2/27/2002,0,47.67,-48.82,R/V,GR,GEN,JNIC
2002,77,2/27/2002,0,47.30,-49.35,R/V,GR,GEN,JNIC
2002,78,2/27/2002,0,47.28,-49.20,R/V,GR,GEN,JNIC
2002,79,2/27/2002,0,47.34,-49.42,R/V,GR,GEN,JNIC
2002,80,2/27/2002,0,47.39,-49.70,R/V,GR,GEN,JNIC
2002,81,2/27/2002,0,47.25,-49.04,R/V,GR,GEN,JNIC
2002,82,2/27/2002,0,47.17,-49.01,R/V,GR,GEN,JNIC
2002,83,2/27/2002,0,47.17,-49.03,R/V,GR,GEN,JNIC
2002,84,2/27/2002,0,47.33,-49.30,R/V,GR,GEN,JNIC
2002,85,2/27/2002,1200,47.53,-48.16,R/V,SM,DOM,JNIC
2002,86,2/27/2002,600,51.99,-54.88,R/V,SM,DD,BAPS
2002,87,3/1/2002,1316,49.14,-51.91,R/V,SM,TAB,GPCD
2002,88,3/1/2002,1112,46.89,-49.82,RAD,RAD,RAD,GPCD
2002,89,3/1/2002,1134,47.92,-47.56,RAD,RAD,RAD,GPCD
2002,90,3/1/2002,1136,48.23,-47.79,RAD,RAD,RAD,GPCD
2002,91,3/1/2002,1136,48.19,-47.64,RAD,RAD,RAD,GPCD
2002,92,3/1/2002,1136,48.21,-47.61,RAD,RAD,RAD,GPCD
2002,93,3/1/2002,1137,48.13,-46.82,RAD,RAD,RAD,GPCD
2002,94,3/1/2002,1137,47.98,-46.77,RAD,RAD,RAD,GPCD
2002,95,3/1/2002,1137,47.54,-47.12,RAD,RAD,RAD,GPCD
2002,96,3/1/2002,1138,48.22,-47.51,RAD,RAD,RAD,GPCD
2002,97,3/1/2002,1138,48.23,-47.72,RAD,RAD,RAD,GPCD
2002,98,3/1/2002,1138,48.22,-47.74,RAD,RAD,RAD,GPCD
2002,99,3/1/2002,1139,47.70,-47.02,RAD,RAD,RAD,GPCD
2002,100,3/1/2002,1139,47.65,-47.09,RAD,RAD,RAD,GPCD
2002,101,2/27/2002,0,47.96,-49.42,R/V,SM,BLK,JNIC
2002,101,3/2/2002,2015,48.15,-48.53,R/V,GR,GEN,1501
2002,102,2/27/2002,0,47.87,-49.30,R/V,SM,BLK,JNIC
2002,102,3/2/2002,1952,47.90,-48.67,R/V,GR,GEN,1501
2002,103,2/27/2002,0,47.91,-49.05,R/V,SM,DOM,JNIC
2002,104,3/2/2002,2033,48.47,-49.53,VIS,SM,NTB,1501
2002,105,3/2/2002,600,51.99,-54.94,VIS,LG,NTB,BAPS
2002,105,3/21/2002,1207,49.13,-52.98,RAD,LG,NTB,GCFR
2002,105,4/1/2002,1042,48.18,-51.24,RAD,LG,NTB,GPCD
2002,105,4/15/2002,1408,47.88,-50.62,RAD,LG,NTB,1500
2002,105,4/17/2002,1627,47.97,-50.59,R/V,MED,DD,GPCD
2002,105,5/1/2002,1457,47.28,-50.16,R/V,SM,DD,GPCD
2002,106,3/2/2002,1200,51.98,-54.66,VIS,MED,NTB,BAPS
2002,107,3/3/2002,730,48.27,-50.18,VIS,MED,GEN,SHIP
2002,107,3/21/2002,1124,46.20,-46.81,RAD,MED,GEN,GPCD
2002,108,3/3/2002,815,48.37,-49.93,VIS,MED,GEN,SHIP
2002,109,3/3/2002,1615,48.63,-49.60,VIS,SM,NTB,1501
2002,109,3/13/2002,1155,48.09,-45.51,RAD,SM,NTB,GPCD
2002,110,3/3/2002,1615,48.62,-49.58,VIS,SM,NTB,1501
2002,110,3/13/2002,1155,47.95,-45.95,RAD,SM,NTB,GPCD
2002,111,3/3/2002,1619,48.76,-49.37,R/V,SM,NTB,1501
2002,112,3/3/2002,1616,48.53,-49.55,RAD,RAD,RAD,1501
2002,113,3/3/2002,1848,51.33,-50.52,VIS,GR,NTB,1501
2002,114,3/3/2002,1821,51.48,-50.64,VIS,GR,NTB,1501
2002,115,3/3/2002,1821,51.46,-50.55,VIS,GR,NTB,1501
2002,116,3/3/2002,1821,51.53,-50.52,VIS,GR,NTB,1501
2002,117,3/3/2002,1948,51.59,-51.40,VIS,GR,NTB,1501
2002,118,3/3/2002,1948,51.71,-51.26,VIS,GR,NTB,1501
2002,119,3/3/2002,1948,51.61,-51.34,VIS,GR,NTB,1501
2002,120,3/3/2002,1948,51.61,-51.19,VIS,GR,NTB,1501
2002,121,3/3/2002,1948,51.67,-51.33,VIS,GR,NTB,1501
2002,122,3/3/2002,1948,51.57,-51.38,VIS,GR,NTB,1501
2002,123,3/3/2002,1948,51.47,-51.31,VIS,GR,NTB,1501
2002,124,3/3/2002,1820,49.47,-50.13,VIS,SM,TAB,1501
2002,125,3/3/2002,1817,49.27,-50.02,VIS,SM,NTB,1501
2002,126,3/3/2002,1815,49.08,-49.98,VIS,SM,NTB,1501
2002,126,3/13/2002,1139,48.37,-47.65,R/V,MED,DD,GPCD
2002,127,3/3/2002,1617,48.97,-49.87,RAD,RAD,RAD,1501
2002,128,3/3/2002,1811,48.87,-49.82,RAD,RAD,RAD,1501
2002,128,3/13/2002,1155,48.06,-45.91,RAD,RAD,RAD,GPCD
2002,129,3/3/2002,1820,49.40,-50.05,VIS,GR,GEN,1501
2002,130,3/3/2002,1818,49.33,-50.03,VIS,GR,GEN,1501
2002,131,3/3/2002,1823,49.68,-50.22,VIS,GR,NTB,1501
2002,132,3/3/2002,1823,49.64,-50.12,VIS,GR,NTB,1501
2002,133,3/4/2002,0,51.99,-54.93,R/V,LG,NTB,BAPS
2002,133,3/21/2002,1210,49.28,-52.63,RAD,LG,NTB,GCFR
2002,133,4/4/2002,1241,48.36,-50.22,RAD,LG,NTB,GPCD
2002,133,4/12/2002,1210,47.76,-49.26,RAD,LG,NTB,GPCD
2002,133,4/12/2002,1848,47.83,-48.29,R/V,LG,TAB,GPCD
2002,134,3/4/2002,0,51.98,-54.94,VIS,MED,TAB,BAPS
2002,135,3/4/2002,0,51.99,-54.80,VIS,MED,NTB,BAPS
2002,136,3/4/2002,0,51.98,-54.93,VIS,SM,NTB,BAPS
2002,137,3/5/2002,1200,51.99,-54.83,VIS,MED,NTB,BAPS
2002,138,3/5/2002,1200,51.99,-54.84,VIS,MED,NTB,BAPS
2002,139,3/6/2002,1200,51.99,-53.69,R/V,SM,PIN,BAPS
2002,140,3/6/2002,1200,51.97,-54.74,R/V,MED,NTB,BAPS
2002,141,3/6/2002,1800,51.97,-54.36,R/V,LG,NTB,BAPS
2002,141,4/12/2002,1808,48.17,-49.74,R/V,LG,TAB,GPCD
2002,141,4/17/2002,1739,47.76,-48.78,R/V,LG,DD,GPCD
2002,141,4/29/2002,1408,46.03,-47.23,RAD,GEN,RAD,1500
2002,142,3/7/2002,1200,51.96,-54.50,R/V,SM,NTB,BAPS
2002,143,3/7/2002,1200,51.96,-53.60,R/V,GR,TAB,BAPS
2002,144,3/7/2002,1800,51.95,-54.05,R/V,MED,DD,BAPS
2002,145,3/8/2002,0,51.96,-54.11,R/V,LG,DD,BAPS
2002,146,3/8/2002,1200,51.99,-54.27,R/V,LG,NTB,BAPS
2002,147,3/9/2002,1200,51.98,-54.38,R/V,LG,NTB,BAPS
2002,148,3/9/2002,1800,51.95,-54.36,R/V,LG,TAB,BAPS
2002,149,3/9/2002,600,51.95,-53.88,R/V,SM,DD,BAPS
2002,150,3/9/2002,1200,51.99,-53.44,R/V,GR,BLK,BAPS
2002,151,3/10/2002,600,51.96,-53.97,R/V,SM,DD,BAPS
2002,152,3/10/2002,1200,51.98,-53.99,R/V,MED,DD,BAPS
2002,153,3/10/2002,1200,51.96,-54.89,VIS,SM,NTB,BAPS
2002,154,3/10/2002,1200,51.95,-54.87,VIS,SM,NTB,BAPS
2002,155,3/12/2002,1800,51.98,-53.53,R/V,SM,TAB,BAPS
2002,156,3/13/2002,0,51.97,-53.59,R/V,MED,DD,BAPS
2002,157,3/13/2002,1050,45.97,-51.42,RAD,RAD,RAD,GPCD
2002,158,3/13/2002,1050,46.02,-50.31,RAD,RAD,RAD,GPCD
2002,159,3/13/2002,1214,47.73,-45.34,RAD,RAD,RAD,GPCD
2002,160,3/13/2002,1231,48.15,-45.02,RAD,RAD,RAD,GPCD
2002,161,3/13/2002,1231,48.12,-45.09,RAD,RAD,RAD,GPCD
2002,162,3/13/2002,1249,45.71,-46.05,RAD,RAD,RAD,GPCD
2002,163,3/13/2002,1231,48.69,-45.91,RAD,RAD,RAD,GPCD
2002,164,3/13/2002,600,51.99,-54.31,R/V,MED,DD,BAPS
2002,165,3/13/2002,600,51.97,-54.24,R/V,MED,DD,BAPS
2002,166,3/13/2002,1200,51.97,-54.22,R/V,MED,DD,BAPS
2002,167,3/13/2002,1200,51.97,-54.33,R/V,SM,NTB,BAPS
2002,168,3/13/2002,1200,51.99,-54.34,R/V,SM,NTB,BAPS
2002,169,3/14/2002,0,51.96,-53.46,R/V,SM,DD,BAPS
2002,170,3/14/2002,1800,51.98,-53.41,R/V,SM,DD,BAPS
2002,171,3/14/2002,1200,51.99,-53.73,R/V,LG,NTB,BAPS
2002,172,3/16/2002,1859,46.92,-51.95,RAD,RAD,RAD,GPCD
2002,173,3/16/2002,1937,49.61,-50.48,RAD,RAD,RAD,GPCD
2002,173,4/1/2002,1149,47.70,-46.70,R/V,GR,DD,GPCD
2002,174,3/16/2002,1944,49.64,-50.50,RAD,RAD,RAD,GPCD
2002,174,4/1/2002,1153,47.65,-46.36,R/V,SM,DD,GPCD
2002,174,4/3/2002,1754,47.55,-46.10,VIS,GR,GEN,1501
2002,175,3/16/2002,1944,49.78,-50.52,RAD,RAD,RAD,GPCD
2002,175,3/31/2002,1459,47.92,-46.73,R/V,SM,DD,GPCD
2002,175,4/1/2002,1350,47.78,-46.56,R/V,SM,DD,GPCD
2002,175,4/4/2002,1437,47.60,-46.43,R/V,MED,DD,GPCD
2002,175,4/6/2002,945,47.52,-46.10,R/V,GEN,GEN,WCZ5
2002,175,4/12/2002,1251,47.67,-45.54,R/V,GEN,GEN,GPCD
2002,175,4/29/2002,1443,46.81,-43.32,RAD,GEN,GEN,1500
2002,176,3/16/2002,1945,49.75,-50.72,RAD,RAD,RAD,GPCD
2002,176,3/31/2002,1230,48.05,-47.13,VIS,GEN,GEN,UBFM
2002,176,4/4/2002,1423,47.96,-46.50,R/V,SM,DD,GPCD
2002,176,4/6/2002,1631,47.89,-46.04,RAD,SM,DD,GPCD
2002,177,3/16/2002,1945,49.72,-50.34,RAD,RAD,RAD,GPCD
2002,177,4/1/2002,1153,47.64,-46.34,R/V,SM,DD,GPCD
2002,177,4/3/2002,1757,47.50,-46.22,R/V,MED,DD,1501
2002,177,4/12/2002,1251,47.73,-45.39,R/V,SM,DD,GPCD
2002,178,3/16/2002,1945,49.60,-49.74,RAD,RAD,RAD,GPCD
2002,178,3/31/2002,1451,48.16,-46.59,R/V,SM,DD,GPCD
2002,178,4/4/2002,1414,48.15,-45.82,RAD,SM,DD,GPCD
2002,178,4/6/2002,1617,48.37,-45.58,RAD,SM,DD,GPCD
2002,179,3/16/2002,1945,49.58,-49.68,RAD,RAD,RAD,GPCD
2002,179,3/31/2002,1448,48.04,-46.61,R/V,SM,DOM,GPCD
2002,179,4/1/2002,1348,47.89,-46.49,R/V,SM,DD,GPCD
2002,180,3/16/2002,1956,49.35,-49.46,R/V,GR,DD,GPCD
2002,181,3/16/2002,2023,49.02,-49.28,R/V,GR,DOM,GPCD
2002,182,3/16/2002,1947,49.29,-50.14,R/V,BB,TAB,GPCD
2002,182,3/20/2002,2150,47.74,-49.68,RAD,BB,TAB,GPCD
2002,182,4/1/2002,1823,47.25,-47.27,RAD,GR,GEN,1501
2002,183,3/16/2002,1951,49.39,-49.84,R/V,BB,DD,GPCD
2002,183,3/25/2002,1713,47.84,-48.63,VIS,GEN,GEN,TFSH
2002,183,3/30/2002,1825,47.35,-47.30,R/V,SM,PIN,GPCD
2002,183,4/1/2002,1823,47.11,-47.19,RAD,SM,NTB,1501
2002,183,4/3/2002,1623,46.57,-46.83,R/V,MED,NTB,1501
2002,184,3/16/2002,1955,49.34,-49.50,R/V,BB,TAB,GPCD
2002,185,3/16/2002,1957,49.35,-49.36,R/V,BB,DD,GPCD
2002,186,3/16/2002,1944,49.35,-50.45,R/V,SM,TAB,GPCD
2002,186,3/25/2002,1535,47.82,-48.29,VIS,GEN,GEN,TFSH
2002,186,3/30/2002,1827,47.28,-47.23,R/V,SM,DD,GPCD
2002,186,4/1/2002,1823,47.12,-47.04,RAD,SM,NTB,1501
2002,186,4/3/2002,1622,46.65,-46.67,R/V,MED,NTB,1501
2002,187,3/16/2002,1952,49.39,-49.79,R/V,SM,DOM,GPCD
