ICEBERG_YEAR,ICEBERG_NUMBER,SIGHTING_DATE,SIGHTING_TIME,SIGHTING_LATITUDE,SIGHTING_LONGITUDE,SIGHTING_METHOD,SIZE,SHAPE,SOURCE
2010,2,12/8/2009,1456,60.72,-63.66,RAD,RAD,RAD,GPCD
2010,3,12/8/2009,1456,60.90,-63.78,RAD,RAD,RAD,GPCD
2010,4,1/14/2010,1336,54.88,-55.68,RAD,RAD,RAD,GPCD
2010,5,1/15/2010,1523,60.96,-63.82,RAD,RAD,RAD,GPCD
2010,6,2/24/2010,1633,55.20,-58.21,R/V,MED,DD,GPCD
2010,6,3/9/2010,1451,54.69,-56.88,R/V,SM,DOM,GPCD
2010,7,2/24/2010,1633,55.15,-58.60,R/V,MED,DD,GPCD
2010,8,2/24/2010,1636,55.07,-58.28,R/V,LG,DD,GPCD
2010,9,2/24/2010,1638,54.98,-58.11,R/V,MED,DOM,GPCD
2010,10,2/24/2010,1639,55.23,-58.47,R/V,LG,DD,GPCD
2010,10,3/9/2010,1448,54.61,-56.81,RAD,LG,DD,GPCD
2010,11,2/24/2010,1641,54.96,-57.83,R/V,SM,DD,GPCD
2010,11,3/9/2010,1445,54.75,-56.57,R/V,MED,WDG,GPCD
2010,12,2/24/2010,1647,54.76,-57.52,R/V,MED,DD,GPCD
2010,12,3/9/2010,1453,54.61,-57.02,R/V,SM,DD,GPCD
2010,13,3/9/2010,1344,55.13,-57.36,RAD,RAD,RAD,GPCD
2010,14,3/9/2010,1351,55.17,-57.44,RAD,RAD,RAD,GPCD
2010,15,3/9/2010,1351,55.17,-57.46,RAD,RAD,RAD,GPCD
2010,16,3/9/2010,1351,55.13,-57.49,RAD,RAD,RAD,GPCD
2010,17,3/9/2010,1351,55.13,-57.54,RAD,RAD,RAD,GPCD
2010,18,3/9/2010,1351,55.12,-57.60,RAD,RAD,RAD,GPCD
2010,19,3/9/2010,1351,55.20,-57.52,RAD,RAD,RAD,GPCD
2010,20,3/9/2010,1432,54.70,-55.54,R/V,SM,DD,GPCD
2010,21,3/9/2010,1432,54.66,-55.65,R/V,SM,DD,GPCD
2010,22,3/9/2010,1457,54.51,-56.83,R/V,SM,TAB,GPCD
2010,23,3/9/2010,1509,54.66,-55.94,R/V,MED,DD,GPCD
2010,24,3/9/2010,1339,55.29,-58.68,RAD,RAD,RAD,GPCD
2010,25,3/11/2010,1720,51.83,-54.83,R/V,BB,GEN,PDHW
2010,26,3/11/2010,1650,51.85,-54.57,R/V,GR,GEN,PDHW
2010,27,3/14/2010,1158,55.74,-57.83,RAD,RAD,RAD,GPCD
2010,28,3/14/2010,1207,55.24,-58.00,RAD,RAD,RAD,GPCD
2010,29,3/14/2010,1207,55.42,-58.00,RAD,RAD,RAD,GPCD
2010,30,3/14/2010,1222,55.54,-59.24,R/V,MED,DD,GPCD
